TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,R_death_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,ICU Beds_x,Total Population,Population Aged 60+,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,Urban_rural_code
476179,55737,11.70505209,59087,12.40856905,62549,13.13560657,60772,12.76242757,61631,12.94282192,67960,14.27194395,56911,11.95159803,33153,6.962297791,18379,3.859683018,358197,75.22318288,55704,11.69812192,3063,0.643245502,48485,10.18209539,534,0.112142703,10196,2.141211603,8.7,11.5,30.9,24.6,33.0,11.7,15.2,14.0,79719,75803,83635,4.1,79719,117.8,114,475948,101941,39.5,37.8,41.0,30.4,29.2,31.4,6.4,5.8,6.9,7.1,6.1,8.2,11.5,10.7,12.2,2.9,2.7,3.1,1
325695,51014,15.6631204,49244,15.11966717,41388,12.70759453,36441,11.1886888,36219,11.12052687,41824,12.8414621,33619,10.32223399,21576,6.624602773,14370,4.412103348,252907,77.65148375,43305,13.29618201,1754,0.538540659,20488,6.290547905,428,0.13141129,6813,2.091834385,7.6,12.1,22.5,24.8,40.6,13.9,23.2,22.1,88960,85406,92514,3.7,88960,131.5,39,325027,66379,37.0,35.5,38.4,26.0,25.0,26.9,6.9,6.3,7.6,7.0,5.9,8.1,11.2,10.5,12.0,3.0,2.9,3.2,2
108047,11552,10.69164345,15542,14.38448083,15539,14.38170426,12348,11.42835988,12270,11.35616907,14744,13.64591335,13340,12.34647885,8056,7.456014512,4656,4.309235796,101249,93.70829361,2804,2.595166918,1076,0.995862912,1231,1.139319,75,0.069414236,1612,1.491943321,10.0,11.3,36.9,28.2,23.6,15.1,20.0,18.2,49356,46646,52066,5.6,49356,73.0,20,110817,24432,48.5,46.5,50.5,38.1,36.6,39.5,7.7,7.0,8.5,9.5,8.1,11.0,11.2,10.3,12.1,3.1,2.9,3.4,5
230163,24431,10.61465136,27193,11.81467047,27156,11.79859491,28723,12.47941676,30179,13.11201192,35111,15.25484113,29422,12.78311458,18544,8.056898806,9404,4.085800063,213846,92.91067635,4480,1.946446649,546,0.237223185,6795,2.952255575,100,0.04344747,4396,1.909950774,8.8,5.9,24.5,28.2,41.4,6.3,7.4,6.1,83210,79497,86923,3.5,83210,123.0,19,226632,52232,39.5,37.3,41.5,30.3,28.7,31.9,6.6,5.9,7.4,6.9,5.7,8.2,9.4,8.5,10.4,2.7,2.5,2.9,3
155350,18231,11.73543611,19016,12.2407467,20260,13.04151915,20386,13.12262633,18847,12.13196009,21693,13.96395237,18703,12.03926617,10720,6.900547152,7494,4.823945929,121303,78.08368201,19205,12.36240747,1101,0.70872224,7636,4.91535243,336,0.216285806,5769,3.713550048,9.8,9.7,29.3,29.6,31.4,11.3,17.3,15.5,63297,59381,67213,4.0,63297,93.6,36,155239,34957,44.3,42.4,46.3,34.0,32.8,35.3,6.9,6.2,7.6,7.7,6.6,9.1,11.1,10.2,12.0,2.9,2.7,3.1,3
31097,2793,8.981573785,3848,12.374184,3714,11.94327427,3267,10.50583658,3470,11.15863267,4746,15.26192237,4669,15.01431006,3056,9.827314532,1534,4.932951732,29783,95.77451201,480,1.543557256,88,0.282985497,244,0.784641605,10,0.032157443,492,1.582146188,9.8,10.4,36.9,30.4,22.3,11.8,16.1,13.6,57757,53683,61831,4.8,57757,85.4,0,31611,8559,44.5,42.4,46.4,33.6,32.1,35.0,8.3,7.5,9.2,9.7,8.3,11.2,11.6,10.6,12.5,3.2,3.0,3.5,3
17912,1854,10.35060295,1941,10.83631085,1922,10.73023671,1951,10.89213935,2145,11.97521215,2789,15.57056722,2789,15.57056722,1638,9.144707459,883,4.929656096,17268,96.40464493,192,1.071907101,70,0.390799464,113,0.630861992,4,0.022331398,265,1.479455114,10.5,10.7,36.5,30.5,22.3,13.5,21.1,19.5,50190,45863,54517,5.1,50190,74.2,0,18112,4831,43.3,41.1,45.4,32.5,30.8,33.9,8.7,7.8,9.7,9.6,8.1,11.2,13.1,11.9,14.3,3.4,3.1,3.7,6
34300,3614,10.53644315,3899,11.36734694,4713,13.74052478,4220,12.303207,3881,11.3148688,4824,14.06413994,4707,13.72303207,2861,8.341107872,1581,4.609329446,31356,91.41690962,1875,5.466472303,174,0.50728863,280,0.816326531,3,0.008746356,612,1.78425656,9.3,14.6,34.9,29.6,20.9,12.6,19.9,18.6,54184,50691,57677,3.9,54184,80.1,0,34843,8362,44.9,42.8,47.0,36.7,35.2,38.1,8.3,7.5,9.2,9.4,8.0,11.0,11.9,10.9,12.9,3.2,3.0,3.5,5
95796,10867,11.34389745,11736,12.25103345,10973,11.45454925,11093,11.57981544,11311,11.80738235,14002,14.61647668,13102,13.67698025,7982,8.332289448,4730,4.937575682,90951,94.94237755,1542,1.60967055,297,0.310033822,1481,1.54599357,28,0.029228778,1497,1.562695728,10.7,10.0,37.4,29.5,23.1,12.8,18.7,17.2,54862,52231,57493,4.9,54862,81.1,8,97539,24270,48.1,45.9,50.1,35.7,34.0,37.2,8.5,7.6,9.3,9.9,8.4,11.5,12.8,11.7,13.8,3.3,3.0,3.6,5
1481093,161959,10.93509996,188355,12.71729729,188896,12.75382437,169191,11.423388,191007,12.89635425,233925,15.7940791,175002,11.81573338,108036,7.294342759,64722,4.369880892,1250098,84.40374777,129205,8.723625053,9090,0.613735937,62052,4.18960862,1421,0.095942659,29227,1.973339959,8.8,9.6,27.9,26.9,35.6,7.3,9.4,8.5,100075,98571,101579,3.9,100075,147.9,281,1497595,326104,38.2,36.4,39.9,29.0,27.8,30.0,6.4,5.8,7.1,6.6,5.5,7.7,10.7,9.8,11.4,2.7,2.6,2.9,2
75498,8661,11.47182707,9051,11.98839704,8922,11.81753159,8832,11.69832313,8967,11.87713582,11511,15.2467615,10117,13.40035498,6477,8.579035206,2960,3.920633659,63931,84.67906435,7465,9.887679144,566,0.749688734,1313,1.739118917,55,0.072849612,2168,2.871599248,10.3,13.8,33.6,29.4,23.2,16.2,24.4,23.3,51985,47707,56263,4.1,51985,76.8,10,75783,18426,49.5,47.8,51.2,37.5,36.2,38.7,8.5,7.7,9.3,9.5,8.2,10.9,12.6,11.7,13.5,3.4,3.1,3.6,6
48560,5218,10.74546952,6026,12.40939044,5126,10.55601318,5468,11.26029654,5543,11.41474465,7544,15.5354201,6699,13.79530478,4326,8.908566722,2610,5.374794069,46834,96.44563427,488,1.004942339,126,0.259472817,388,0.799011532,21,0.04324547,703,1.447693575,9.8,9.2,36.1,29.2,25.5,10.2,15.2,13.8,60309,57696,62922,4.4,60309,89.2,0,49322,12444,42.3,39.9,44.4,31.0,29.4,32.3,8.3,7.4,9.2,8.9,7.3,10.4,11.5,10.4,12.6,3.3,3.0,3.5,4
102793,8118,7.897424922,15701,15.27438639,25726,25.026996,11563,11.24882044,9927,9.657272382,11043,10.74294942,11098,10.79645501,6273,6.102555621,3344,3.253139805,83378,81.11252712,4527,4.403996381,480,0.466957867,10900,10.60383489,67,0.065179536,3441,3.347504207,6.1,5.8,19.4,22.1,52.7,16.8,13.7,12.2,57383,53182,61584,3.6,57383,84.8,16,104415,18998,28.6,26.8,30.2,22.1,20.9,23.3,5.4,4.8,5.9,5.9,5.0,6.8,7.8,7.1,8.4,2.3,2.2,2.5,4
178599,16272,9.110913275,20212,11.31697266,22963,12.85729483,21241,11.8931237,21937,12.28282353,27485,15.3892239,24708,13.83434398,15340,8.589073847,8441,4.72623027,156053,87.37618912,12986,7.271037352,797,0.446251099,3706,2.075039614,92,0.051512047,4965,2.779970773,9.7,9.5,29.8,28.6,32.2,14.3,16.2,15.2,63073,59683,66463,3.9,63073,93.2,25,180129,45203,38.5,36.4,40.3,30.1,28.8,31.4,7.3,6.5,8.0,8.2,6.8,9.6,11.2,10.3,12.2,3.1,2.9,3.3,4
64265,6143,9.558857854,6789,10.56407064,7333,11.41056563,7187,11.18338131,7439,11.57550766,10069,15.66793745,9671,15.04862678,6234,9.700459037,3400,5.290593636,61469,95.64926476,868,1.350657434,200,0.31121139,587,0.913405431,24,0.037345367,1117,1.738115615,10.5,8.3,31.8,29.8,30.0,10.8,15.5,14.2,56694,53834,59554,4.6,56694,83.8,24,64701,17940,37.9,35.6,39.9,29.0,27.4,30.4,7.9,7.0,8.8,8.5,7.1,10.1,11.0,10.0,12.2,3.1,2.9,3.4,4
61197,6008,9.817474713,6736,11.00707551,7360,12.02673334,7298,11.92542118,7764,12.68689642,9460,15.4582741,8457,13.81930487,5255,8.58702224,2859,4.671797637,57735,94.34285994,2095,3.423370427,201,0.328447473,342,0.558850924,21,0.034315408,803,1.312155825,10.9,12.3,38.2,29.1,20.4,11.4,16.0,15.2,55913,51859,59967,4.1,55913,82.7,0,62183,15438,47.3,45.3,49.3,34.5,33.0,35.9,8.2,7.4,9.1,10.0,8.6,11.7,12.1,11.1,13.1,3.2,3.0,3.5,4
90064,10225,11.35303784,10801,11.99258305,10263,11.39523006,10245,11.37524427,10529,11.69057559,14191,15.7565731,12410,13.77909042,7487,8.312977438,3913,4.344688222,84242,93.53570794,2787,3.094466157,375,0.416370581,627,0.696171611,37,0.041081897,1996,2.216201812,9.6,10.6,34.6,32.6,22.3,9.6,14.6,13.0,61118,58284,63952,4.2,61118,90.3,8,91442,22194,47.0,44.9,49.0,36.1,34.7,37.5,8.2,7.4,9.0,9.4,7.9,10.8,12.3,11.3,13.3,3.2,2.9,3.4,2
967612,111260,11.49841052,126109,13.03301323,114878,11.87232072,117304,12.12304105,130110,13.44650542,141168,14.58931886,111187,11.49086617,67123,6.936974738,48473,5.009549282,709793,73.35512581,160896,16.62815261,9255,0.956478423,62271,6.435534078,1280,0.132284428,24117,2.49242465,7.9,12.2,19.6,20.0,48.2,8.3,10.3,8.9,94521,91325,97717,3.9,94521,139.7,179,975321,214443,36.5,34.9,38.0,25.1,24.1,26.1,6.2,5.6,6.9,6.0,5.0,7.0,10.4,9.7,11.2,2.9,2.7,3.1,2
40085,4066,10.14344518,4265,10.63989023,5054,12.60820756,5396,13.46139454,5133,12.80528876,6080,15.16776849,5414,13.50629911,3130,7.808407135,1547,3.85929899,36960,92.20406636,2258,5.633029812,178,0.44405638,226,0.563801921,12,0.029936385,451,1.125109143,8.6,10.4,40.7,32.4,16.5,9.9,12.2,11.8,57709,53474,61944,4.6,57709,85.3,5,40886,9523,47.3,45.3,49.0,38.0,36.6,39.4,7.8,7.1,8.6,9.0,7.7,10.4,11.6,10.7,12.5,3.0,2.8,3.3,6
24841,3054,12.29419106,3197,12.86985226,3319,13.36097581,2485,10.00362304,2411,9.705728433,3273,13.17579808,3652,14.70150155,2248,9.049555171,1202,4.838774606,24033,96.74731291,234,0.941991063,82,0.330099432,205,0.825248581,5,0.020128014,282,1.135219999,10.8,13.8,34.0,27.8,24.4,12.7,21.1,20.0,51089,46685,55493,3.8,51089,75.5,0,25083,6750,42.3,40.1,44.3,32.9,31.3,34.3,8.6,7.7,9.6,9.6,8.1,11.2,12.5,11.3,13.5,3.3,3.0,3.6,2
166436,19782,11.88564974,23595,14.17662044,21654,13.0104064,19533,11.73604268,20611,12.38373909,22780,13.68694273,18892,11.35090966,12433,7.470138672,7156,4.299550578,122985,73.89326828,34359,20.64397126,2373,1.42577327,2939,1.765843928,138,0.082914754,3642,2.188228508,9.8,14.5,27.6,34.0,24.0,13.5,19.8,18.3,50480,48106,52854,3.7,50480,93.6,20,157844,35388,50.4,48.6,52.1,37.5,36.0,38.9,8.2,7.5,8.9,8.6,7.5,9.8,12.9,12.0,13.7,3.4,3.2,3.6,4
37353,3822,10.23210987,4397,11.77147753,4479,11.99100474,4192,11.22265949,4911,13.14753835,5482,14.67619736,4915,13.15824699,3510,9.396835596,1645,4.403930073,33906,90.77182556,2219,5.940620566,199,0.532755067,386,1.033384199,18,0.0481889,625,1.673225711,10.5,18.4,38.6,28.3,14.7,13.0,19.6,18.8,49138,44167,54109,3.2,49138,91.1,0,37159,9162,46.5,44.1,48.8,33.8,32.0,35.5,9.4,8.5,10.3,10.3,8.8,11.7,13.2,12.2,14.2,3.5,3.2,3.8,3
11161,1011,9.058328107,1108,9.927425858,1091,9.775109757,1022,9.156885584,1268,11.36098916,1665,14.9180181,1898,17.00564466,1361,12.19424783,737,6.603350954,10618,95.13484455,210,1.881551832,64,0.57342532,93,0.833258669,5,0.044798853,171,1.532120778,12.2,23.4,29.5,30.5,16.7,18.7,29.8,29.2,39735,35713,43757,4.5,39735,73.7,0,10935,3618,51.7,49.2,54.0,35.3,33.3,37.0,12.4,11.1,13.8,13.1,10.9,15.3,16.5,15.1,17.9,4.5,4.1,4.9,6
24877,2589,10.40720344,2813,11.30763356,3523,14.16167544,3134,12.59798207,3069,12.33669655,3398,13.65920328,3281,13.18888934,2029,8.156128151,1041,4.184588174,11794,47.40925353,12092,48.60714716,239,0.960726776,366,1.471238493,17,0.068336214,369,1.483297825,10.7,19.5,41.5,29.5,9.6,20.5,31.5,29.2,38023,34271,41775,4.5,38023,70.5,0,25531,5848,52.2,50.5,53.9,38.6,37.2,40.0,9.2,8.6,9.8,10.0,9.0,11.0,16.3,15.4,17.1,4.0,3.8,4.2,6
27109,2465,9.09292117,2812,10.37293888,2584,9.531889778,2771,10.22169759,3252,11.99601608,4013,14.80320189,4448,16.40783504,3174,11.70828876,1590,5.865210816,26259,96.86450994,261,0.962779889,115,0.424213361,152,0.560699399,15,0.055332178,307,1.132465233,13.2,15.8,32.3,32.9,19.0,16.9,26.2,23.3,41864,37707,46021,3.6,41864,77.6,0,26833,8552,45.6,43.1,48.1,32.7,30.8,34.6,10.2,9.1,11.4,10.7,9.0,12.4,13.6,12.4,14.9,3.8,3.5,4.1,6
17505,1355,7.74064553,1766,10.08854613,2286,13.05912596,2128,12.15652671,2418,13.81319623,2439,13.93316195,2452,14.00742645,1774,10.13424736,887,5.067123679,16292,93.07055127,799,4.564410169,107,0.611253927,97,0.554127392,14,0.079977149,196,1.119680091,12.3,17.7,29.7,32.0,20.6,16.8,25.4,24.4,41701,37312,46090,3.6,41701,77.3,0,17535,4821,46.3,43.9,48.9,32.0,30.2,33.7,9.5,8.5,10.6,10.1,8.5,11.8,12.8,11.7,14.0,3.5,3.3,3.9,6
47079,4851,10.30395718,5620,11.93738185,4853,10.30820536,4680,9.940737909,5548,11.78444742,6538,13.88729582,7347,15.60568406,5252,11.15571699,2390,5.076573419,33757,71.70288239,11814,25.09399095,500,1.062044648,258,0.548015039,35,0.074343125,715,1.518723847,13.2,12.4,33.6,34.6,19.4,18.1,27.5,26.2,46411,42615,50207,4.6,46411,86.1,8,47316,14046,53.6,51.8,55.5,39.5,38.0,41.0,10.2,9.3,11.1,10.5,9.2,11.9,15.9,14.9,17.0,4.1,3.9,4.4,5
19026,1745,9.171659834,1946,10.2281089,2388,12.55124566,2113,11.10585515,2148,11.28981394,2736,14.38032167,2955,15.53137811,1836,9.649952696,1159,6.091664039,6861,36.06117944,11640,61.17943866,131,0.688531483,151,0.793650794,21,0.110375276,222,1.166824346,13.7,21.3,38.0,27.3,13.4,23.5,32.0,30.4,35433,31708,39158,4.9,35433,65.7,0,19913,5537,55.6,53.8,57.2,42.6,41.2,44.1,10.6,9.8,11.5,11.0,9.8,12.3,19.4,18.3,20.5,4.8,4.5,5.1,6
33190,3505,10.56040976,3982,11.99758964,3709,11.17505273,3464,10.43687858,4068,12.25670383,4592,13.83549262,5054,15.22747816,3214,9.68363965,1602,4.826755047,20171,60.77432962,11342,34.17294366,1004,3.025007532,116,0.349502862,13,0.039168424,544,1.639047906,14.0,19.9,33.4,31.6,15.1,29.1,44.2,41.8,36976,33064,40888,5.3,36976,68.6,4,34130,9534,56.7,55.0,58.4,41.0,39.6,42.4,10.8,10.0,11.5,11.6,10.4,13.0,18.0,17.0,19.0,4.5,4.3,4.8,6
136744,11137,8.144415843,11779,8.613906277,11482,8.396712104,12704,9.290352776,13665,9.993125841,18823,13.76513778,30221,22.10042123,20446,14.95202715,6487,4.743901012,117951,86.25680103,14063,10.28418066,1139,0.83294331,1083,0.791990874,139,0.101649798,2369,1.73243433,12.3,9.6,28.6,33.1,28.6,10.5,20.1,19.0,60163,57620,62706,5.2,60163,111.6,19,122586,46285,45.8,43.4,48.1,33.1,31.3,34.9,9.9,8.8,11.1,9.8,8.2,11.6,14.0,12.7,15.3,3.8,3.5,4.2,3
259103,25936,10.00991884,27415,10.5807343,32415,12.51046881,35862,13.84082778,33550,12.94851854,33777,13.03612849,35468,13.6887647,22463,8.669525247,12217,4.715113295,231758,89.44628198,16294,6.288618812,1344,0.518712636,3719,1.435336526,404,0.155922548,5584,2.155127498,10.3,9.0,23.4,28.4,39.2,11.5,16.8,16.6,53960,50900,57020,3.0,53960,100.1,166,252268,64710,36.2,34.0,38.3,27.2,25.7,28.7,7.6,6.8,8.4,7.7,6.4,9.2,10.6,9.6,11.5,3.1,2.8,3.3,3
90382,8824,9.763005908,10752,11.89617402,11078,12.25686531,9783,10.82405789,11401,12.61423735,13847,15.32052842,12124,13.41417539,8229,9.104688987,4344,4.806266735,77716,85.98614768,6233,6.896284658,829,0.91721803,3365,3.723086455,624,0.690402956,1615,1.786860216,11.3,19.1,30.5,33.8,16.6,14.0,20.6,19.9,44946,41255,48637,3.6,44946,83.4,16,88898,23258,45.5,43.3,47.6,34.2,32.5,35.8,9.5,8.5,10.4,10.5,9.0,12.1,13.3,12.2,14.3,3.6,3.3,3.9,3
211342,28408,13.44172006,30794,14.57069584,24957,11.80882172,28609,13.53682657,31223,14.77368436,28151,13.32011621,20660,9.775624343,12421,5.877203774,6119,2.895307133,155132,73.40329892,40210,19.02603363,1507,0.71306224,9251,4.377265286,211,0.099838177,5031,2.380501746,7.9,10.0,25.2,33.7,31.2,9.0,12.9,10.9,69297,66064,72530,3.6,69297,128.5,25,196716,35521,41.6,39.7,43.6,33.2,31.8,34.5,6.4,5.8,7.0,6.9,5.9,8.1,10.7,10.0,11.6,2.8,2.6,3.0,2
82029,8453,10.30489217,9788,11.93236538,9468,11.54225944,8762,10.68158822,10889,13.27457363,12464,15.19462629,11191,13.64273611,7538,9.189433005,3476,4.237525753,75240,91.72365871,4112,5.012861305,523,0.637579393,600,0.731448634,79,0.096307403,1475,1.798144559,11.8,20.3,32.5,32.0,15.3,15.9,22.4,20.3,43328,40396,46260,3.8,43328,80.4,12,81805,20816,51.9,49.5,54.2,37.1,35.4,38.8,9.7,8.8,10.8,10.9,9.3,12.7,14.0,12.9,15.2,3.6,3.4,4.0,3
10710,1201,11.21381886,1464,13.66946779,1075,10.03734827,1348,12.58636788,1489,13.90289449,1617,15.09803922,1298,12.11951447,844,7.880485528,374,3.492063492,8836,82.50233427,1282,11.97012138,59,0.550887022,235,2.194211018,10,0.093370682,288,2.68907563,5.4,14.4,28.9,38.8,17.9,8.3,9.9,9.0,65955,58833,73077,3.7,65955,122.3,0,10336,2164,46.2,44.0,48.3,34.4,32.6,35.9,7.8,7.1,8.5,8.5,7.4,9.7,12.1,11.3,13.0,3.1,2.9,3.4,5
69524,6136,8.825729245,7311,10.51579311,6674,9.599562741,7360,10.58627237,8091,11.63770784,10547,15.1703009,11818,16.99844658,7912,11.38024279,3675,5.285944422,62544,89.96030148,4014,5.773545826,435,0.625683217,911,1.310338876,115,0.165410506,1505,2.164720097,12.7,8.9,25.1,37.6,28.4,9.8,15.9,15.5,55052,52153,57951,4.3,55052,102.1,8,68699,21116,49.3,46.8,51.7,33.7,31.9,35.4,9.3,8.2,10.3,9.1,7.7,10.7,13.4,12.1,14.5,3.5,3.2,3.8,5
22698,2219,9.776191735,2467,10.86879901,2598,11.44594237,2428,10.69697771,2860,12.6002291,3416,15.04978412,3464,15.2612565,2124,9.357652657,1122,4.943166799,14626,64.43739537,7328,32.2847828,165,0.726936294,134,0.590360384,5,0.022028373,440,1.938496784,10.7,20.5,33.3,30.7,15.5,17.1,28.1,26.5,45517,41286,49748,4.4,45517,84.4,0,22833,6116,49.2,47.5,50.9,34.9,33.5,36.2,9.7,9.0,10.4,10.3,9.1,11.5,16.1,15.1,17.0,4.0,3.8,4.3,6
158652,18379,11.5844742,20553,12.95476893,19428,12.24566977,17887,11.2743615,20616,12.99447848,22930,14.45301667,19706,12.42089605,12983,8.183319467,6170,3.889014951,133270,84.00146232,14206,8.954189043,963,0.606988881,6995,4.409021002,168,0.105892141,3050,1.922446613,10.6,14.8,30.6,32.7,21.9,13.0,20.0,18.7,53738,50278,57198,3.5,53738,99.7,52,156182,35455,43.8,41.7,45.7,32.3,30.9,33.9,8.0,7.2,8.9,8.8,7.5,10.3,12.2,11.2,13.2,3.2,3.0,3.5,3
73139,7541,10.31050466,8591,11.74612724,6406,8.758665008,7424,10.15053528,9389,12.8372004,10566,14.44646495,10807,14.77597451,8092,11.0638647,4323,5.910663258,60060,82.11761167,9258,12.65808939,875,1.196352151,1580,2.16027017,88,0.120318845,1278,1.747357771,10.3,11.8,21.4,25.5,41.3,9.3,14.2,13.1,73703,68568,78838,3.3,73703,136.7,4,68364,20511,44.7,42.5,46.9,31.9,30.3,33.5,8.7,7.7,9.7,8.2,6.9,9.7,12.8,11.8,14.0,3.5,3.3,3.8,3
28383,2448,8.624881091,2797,9.854490364,2581,9.093471444,2544,8.963111722,3116,10.97840256,4020,14.16340767,5143,18.12000141,3980,14.02247824,1754,6.179755487,26538,93.49963006,472,1.662967269,438,1.543177254,204,0.718740091,25,0.088080893,706,2.487404432,13.2,13.7,34.6,32.4,19.2,18.8,27.9,25.8,41262,37796,44728,4.4,41262,76.5,0,27463,9952,51.0,48.5,53.4,34.9,33.0,36.7,11.4,10.2,12.5,11.4,9.6,13.3,15.0,13.7,16.3,4.1,3.8,4.5,6
14029,1414,10.07912182,1703,12.13914035,1429,10.1860432,1453,10.3571174,1503,10.71352199,1923,13.70732055,2232,15.90990092,1500,10.69213771,872,6.215696058,8782,62.59890227,4838,34.48570818,62,0.441941692,113,0.805474375,33,0.23522703,201,1.432746454,13.8,16.0,34.3,30.0,19.8,17.2,30.2,28.2,42618,38343,46893,4.4,42618,79.0,4,14370,4452,52.2,50.1,54.0,39.0,37.4,40.4,10.5,9.6,11.3,10.7,9.3,12.2,16.8,15.7,17.9,4.3,4.1,4.6,6
11139,973,8.735074962,1142,10.25226681,933,8.375976299,955,8.573480564,1185,10.63829787,1486,13.34051531,2101,18.86165724,1680,15.08214382,684,6.140587126,10700,96.05889218,145,1.301732651,69,0.619445193,40,0.359098662,6,0.053864799,179,1.606966514,14.5,11.5,34.2,31.5,22.8,14.6,24.2,20.5,42878,38262,47494,4.3,42878,79.5,0,10753,4115,49.7,47.1,52.1,31.3,29.3,33.1,11.6,10.4,13.0,11.8,9.8,13.9,15.1,13.7,16.6,4.2,3.8,4.6,6
97645,11340,11.61349787,12734,13.04111834,12498,12.79942649,10322,10.57094577,11913,12.20031748,13956,14.29259051,12595,12.89876594,8415,8.617952788,3872,3.965384812,74071,75.85744278,20391,20.8827897,368,0.376875416,1013,1.037431512,31,0.031747657,1771,1.81371294,12.4,16.0,34.7,31.9,17.4,19.1,28.4,27.1,42728,39498,45958,4.0,42728,79.2,57,97038,23687,50.0,48.1,52.0,36.6,35.1,38.1,9.2,8.4,10.1,10.3,9.0,11.8,14.5,13.6,15.5,3.7,3.5,4.0,5
55655,5995,10.77171862,6867,12.33851406,7089,12.73740005,6475,11.63417483,6741,12.11211931,7501,13.47767496,7258,13.04105651,5203,9.348665888,2526,4.53867577,35162,63.17851047,17001,30.54712065,2067,3.713952026,335,0.601922559,48,0.08624562,1042,1.872248675,13.6,18.4,34.7,33.8,13.1,25.3,36.2,34.0,36862,33275,40449,5.0,36862,68.4,10,56589,14110,50.8,49.1,52.4,37.9,36.6,39.2,10.3,9.5,11.0,11.2,10.0,12.4,16.5,15.6,17.3,4.2,4.0,4.5,6
102912,12571,12.21529073,12214,11.86839241,17597,17.09907494,12139,11.79551461,10366,10.07268346,11841,11.50594683,12618,12.26096082,8900,8.648165423,4666,4.533970771,73759,71.67191387,22092,21.46688433,670,0.651041667,3222,3.130830224,193,0.187538868,2976,2.891791045,9.8,11.8,25.9,36.6,25.7,14.9,21.8,22.5,50748,46885,54611,4.2,50748,94.1,72,103374,24450,44.8,42.9,46.6,30.5,29.2,31.7,8.0,7.3,8.7,8.1,7.1,9.3,12.2,11.3,12.9,3.3,3.1,3.5,4
332330,48112,14.4771763,44094,13.26813709,65184,19.61423886,46279,13.9256161,35646,10.72608552,36585,11.00863599,30092,9.054855114,17353,5.221617067,8985,2.70363795,169908,51.12629013,129708,39.02987994,6134,1.845755725,9438,2.839948244,1296,0.389973821,15846,4.768152138,8.0,9.3,25.5,40.2,25.0,17.0,23.7,22.2,46779,45289,48269,5.1,46779,86.8,48,332766,52166,41.6,40.3,43.0,30.7,29.7,31.6,6.4,6.0,6.8,7.1,6.4,7.8,12.0,11.4,12.6,3.1,2.9,3.2,3
27072,3224,11.90898345,3348,12.36702128,2882,10.64568558,3377,12.47414303,3454,12.75856974,4363,16.11628251,3648,13.4751773,1994,7.365543735,782,2.888593381,24531,90.61391844,1567,5.788268322,184,0.679669031,201,0.742464539,21,0.077570922,568,2.098108747,8.8,10.8,27.7,38.4,23.1,9.7,13.8,12.4,64426,58249,70603,3.6,64426,119.5,0,25247,5686,44.5,42.1,46.8,33.0,31.1,34.6,7.6,6.8,8.4,8.4,7.0,9.7,11.2,10.3,12.2,3.0,2.8,3.2,2
36501,3492,9.566861182,4041,11.07092956,3379,9.257280622,4141,11.34489466,4564,12.50376702,5650,15.47902797,6332,17.34746993,3453,9.460014794,1449,3.969754253,34318,94.01934194,983,2.693076902,204,0.558888798,290,0.794498781,22,0.060272321,684,1.873921262,9.7,6.7,23.2,37.1,33.0,8.3,13.6,12.9,64768,61397,68139,5.1,64768,120.1,0,35412,9885,43.0,40.6,45.5,32.1,30.3,33.9,8.0,7.2,8.9,8.0,6.7,9.4,11.2,10.1,12.3,3.1,2.9,3.4,5
166614,18875,11.32857983,21313,12.79184222,19295,11.58065949,18586,11.15512502,21954,13.17656379,24828,14.90150888,20952,12.57517375,13929,8.360041773,6882,4.13050524,143077,85.87333597,16507,9.907330717,1298,0.779046179,2729,1.637917582,111,0.066621052,2892,1.735748497,10.8,16.6,33.0,31.9,18.5,15.0,23.2,20.0,47758,44183,51333,3.7,47758,88.6,29,164118,37797,50.0,47.8,52.0,37.2,35.5,38.8,9.0,8.2,9.8,9.9,8.6,11.4,13.2,12.3,14.2,3.5,3.2,3.7,3
