TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,R_death_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,ICU Beds_x,Total Population,Population Aged 60+,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,Urban_rural_code
55601,6787,12.20661499,7637,13.73536447,6878,12.37028111,7089,12.74977069,7582,13.63644539,7738,13.91701588,5826,10.47822881,4050,7.284041654,2014,3.62223701,42660,76.72523875,10915,19.63094189,267,0.480207191,681,1.224798115,62,0.111508786,1016,1.827305264,9.6,11.3,32.6,28.4,27.7,13.8,19.3,19.5,59338,53628,65048,3.6,59338,119.0,6,55036,10523,47.6,45.4,49.4,35.8,34.2,37.3,7.9,7.2,8.7,8.6,7.3,9.9,12.9,11.9,13.8,3.1,2.9,3.3,3
218022,24757,11.35527607,26913,12.3441671,23579,10.81496363,25213,11.56442928,27338,12.53910156,29986,13.75365789,29932,13.72888975,20936,9.602700645,9368,4.296814083,190301,87.2852281,19492,8.940382163,1684,0.772399116,2508,1.150342626,146,0.066965719,3891,1.78468228,10.3,9.7,27.6,31.3,31.3,9.8,13.9,13.1,57588,54437,60739,3.6,57588,115.5,51,203360,53519,40.2,38.2,42.3,29.7,28.4,31.0,7.8,7.0,8.7,8.6,7.2,10.1,12.0,11.0,13.1,3.2,3.0,3.5,4
24881,2732,10.98026607,2960,11.89662795,3268,13.13452032,3201,12.86523854,3074,12.35480889,3278,13.17471163,3076,12.36284715,2244,9.018930107,1048,4.212049355,12209,49.06957116,12042,48.39837627,164,0.659137495,113,0.45416181,46,0.184880029,307,1.233873237,12.9,27.0,35.7,25.1,12.2,30.9,43.9,36.7,34382,31157,37607,5.2,34382,68.9,5,26201,6150,57.5,55.6,59.1,40.7,39.5,41.9,11.0,10.1,11.8,12.1,10.7,13.3,19.7,18.6,20.6,4.5,4.2,4.8,6
22400,2456,10.96428571,2596,11.58928571,3029,13.52232143,3113,13.89732143,3038,13.5625,3115,13.90625,2545,11.36160714,1723,7.691964286,785,3.504464286,17211,76.83482143,4770,21.29464286,98,0.4375,53,0.236607143,26,0.116071429,242,1.080357143,11.4,16.8,47.3,24.4,11.5,21.8,27.8,26.3,46064,41283,50845,4.0,46064,92.3,0,22580,4773,51.6,49.6,53.4,38.7,37.4,40.2,8.6,7.9,9.3,10.0,8.8,11.3,14.1,13.2,14.9,3.3,3.1,3.6,2
57840,7095,12.26659751,7570,13.08782849,6742,11.65629322,6884,11.90179806,7474,12.92185339,7844,13.5615491,6965,12.04183956,4931,8.525242047,2335,4.036998617,55456,95.87828492,950,1.642461964,378,0.653526971,185,0.319847856,70,0.121023513,801,1.384854772,11.4,19.8,34.0,33.5,12.6,13.2,18.0,15.5,50412,46157,54667,3.5,50412,101.1,6,57667,13600,46.3,44.3,48.4,34.0,32.4,35.5,9.2,8.4,10.1,10.5,9.1,12.0,13.5,12.6,14.5,3.4,3.2,3.7,2
10138,1198,11.81692642,1130,11.14618268,1395,13.76011048,1446,14.26316828,1274,12.56658118,1356,13.37541921,1219,12.02406786,703,6.934306569,417,4.113237325,2661,26.24778063,7168,70.70428092,85,0.838429671,19,0.187413691,76,0.749654764,129,1.272440324,11.8,24.8,39.7,22.3,13.3,42.5,68.3,66.5,29267,26064,32470,4.7,29267,58.7,0,10478,2371,60.7,58.6,62.6,45.8,44.2,47.4,10.0,9.3,10.8,10.9,9.6,12.1,20.6,19.4,21.9,4.5,4.2,4.8,6
19680,2351,11.94613821,2461,12.5050813,2286,11.61585366,2337,11.875,2318,11.77845528,2491,12.65752033,2683,13.63313008,1660,8.43495935,1093,5.553861789,10283,52.25101626,8839,44.91361789,74,0.37601626,259,1.316056911,10,0.050813008,215,1.092479675,12.1,15.4,43.9,24.6,16.1,24.5,36.3,35.3,37365,34051,40679,4.8,37365,74.9,7,20126,5151,58.1,56.2,59.7,41.2,39.8,42.5,10.4,9.6,11.2,11.4,10.0,12.7,18.6,17.5,19.5,4.3,4.1,4.6,6
114277,13141,11.49925182,14637,12.80835164,15463,13.53115675,13865,12.13280013,13727,12.01204092,15325,13.41039754,14641,12.8118519,8979,7.857224113,4499,3.936925191,86026,75.27848998,24153,21.13548658,617,0.539916169,1102,0.96432353,126,0.110258407,2253,1.971525329,13.1,15.9,32.4,33.7,18.0,19.5,26.5,24.1,45400,41668,49132,4.7,45400,91.0,24,115527,27115,53.6,51.6,55.5,40.9,39.4,42.3,9.1,8.3,9.9,10.2,8.9,11.7,14.7,13.6,15.7,3.6,3.3,3.8,4
33615,3869,11.50974267,3812,11.34017552,4380,13.02989737,3734,11.10813625,4078,12.13148892,4761,14.16331995,4492,13.36308196,2972,8.84129109,1517,4.51286628,19182,57.0638108,13446,40.0,103,0.306410829,446,1.326788636,15,0.044622936,423,1.258366801,13.7,18.6,38.4,29.7,13.2,18.7,30.7,30.3,39917,36435,43399,3.9,39917,80.0,0,33895,8501,55.7,54.2,57.4,39.1,37.7,40.4,9.8,9.1,10.6,10.8,9.6,12.0,17.5,16.6,18.5,4.0,3.8,4.2,5
26032,2554,9.811001844,2981,11.45129072,2852,10.95574677,2504,9.618930547,3204,12.3079287,3873,14.87784266,3946,15.15826675,2835,10.89044253,1283,4.928549478,24217,93.02781192,1109,4.260141364,172,0.660725261,88,0.338045483,8,0.030731408,438,1.682544561,13.1,19.8,38.3,29.0,12.9,16.3,24.7,22.2,42132,37915,46349,3.6,42132,84.5,0,25855,7513,55.9,53.7,58.1,39.1,37.3,41.0,10.8,9.8,12.0,12.1,10.4,13.9,15.9,14.7,17.2,3.9,3.6,4.2,6
44153,5652,12.80094218,5818,13.17690757,5566,12.60616493,5233,11.85196929,5655,12.80773673,5932,13.43510067,5359,12.13734061,3334,7.551015786,1604,3.632822232,38459,87.10393405,4579,10.37075623,250,0.566212941,215,0.48694313,77,0.174393586,573,1.297760062,11.5,17.8,44.1,24.0,14.2,17.3,23.3,22.7,47547,42940,52154,3.6,47547,95.3,6,43805,9429,56.2,54.2,58.1,40.4,38.9,41.9,9.4,8.7,10.4,10.9,9.6,12.5,15.2,14.2,16.2,3.5,3.3,3.8,2
12841,1324,10.31072346,1489,11.59567012,1402,10.91815279,1289,10.03815902,1478,11.51000701,1947,15.16237053,1824,14.20450121,1371,10.67673857,717,5.583677284,7343,57.18401994,5355,41.70235963,24,0.186901332,23,0.179113776,0,0.0,96,0.747605327,13.7,18.6,38.2,30.2,13.0,22.1,32.1,29.2,39907,36327,43487,5.5,39907,80.0,0,13188,3759,57.2,55.4,58.8,42.9,41.4,44.3,11.0,10.2,11.9,11.8,10.5,13.2,19.2,18.1,20.3,4.5,4.2,4.8,6
23920,2704,11.30434783,3045,12.72993311,2911,12.16973244,2557,10.68979933,2871,12.00250836,3419,14.29347826,2996,12.52508361,2220,9.280936455,1197,5.004180602,12781,53.43227425,10674,44.62374582,126,0.526755853,104,0.434782609,5,0.02090301,230,0.961538462,12.8,18.8,43.7,24.9,12.6,22.8,31.7,31.4,40741,36839,44643,7.5,40741,81.7,0,24625,6134,57.4,55.7,58.9,40.5,39.2,41.7,10.7,9.9,11.5,11.5,10.3,12.8,19.1,18.1,20.1,4.3,4.1,4.6,6
13275,1420,10.69679849,1564,11.78154426,1543,11.62335217,1455,10.96045198,1604,12.08286252,1991,14.99811676,1799,13.55178908,1214,9.145009416,685,5.16007533,11046,83.20903955,1868,14.07156309,72,0.542372881,32,0.241054614,0,0.0,257,1.935969868,13.3,24.5,36.3,29.1,10.2,17.6,25.8,25.0,39201,35145,43257,3.9,39201,78.6,4,13407,3480,52.7,50.5,54.6,35.9,34.3,37.4,10.6,9.7,11.6,12.2,10.6,13.8,16.4,15.3,17.4,4.0,3.7,4.3,6
14987,1829,12.20391006,1905,12.71101621,1687,11.25642223,1665,11.10962834,1930,12.87782745,2113,14.0988857,1851,12.35070394,1358,9.061186362,649,4.330419697,14234,94.97564556,441,2.94255021,74,0.49376126,33,0.220190832,11,0.073396944,194,1.294455195,13.2,22.6,39.6,24.1,13.7,16.0,22.9,22.9,46495,42459,50531,4.2,46495,93.2,0,14939,3691,51.5,49.1,53.7,37.1,35.3,38.8,9.9,8.9,10.9,11.5,9.8,13.2,14.4,13.2,15.6,3.6,3.3,3.9,6
51909,6605,12.72419041,6828,13.15378836,6312,12.15974109,6586,12.68758789,6896,13.28478684,6662,12.83399796,5958,11.47777842,3963,7.634514246,2099,4.043614787,39368,75.84041303,9192,17.70791192,732,1.410160088,849,1.635554528,206,0.396848331,1562,3.0091121,10.4,13.8,27.9,34.9,23.4,13.8,21.9,20.1,55122,51227,59017,3.9,55122,110.5,7,51073,11027,51.9,49.9,53.8,36.0,34.5,37.4,8.2,7.5,9.0,9.0,7.8,10.3,14.1,13.2,15.0,3.3,3.1,3.5,5
54762,6248,11.40937146,6318,11.53719733,6811,12.43745663,6424,11.73076221,6666,12.17267448,7508,13.71023703,7290,13.31215076,4847,8.851028085,2650,4.839122019,44138,80.59968591,8875,16.20649355,363,0.662868412,323,0.589825061,41,0.074869435,1022,1.866257624,12.5,15.6,36.0,29.7,18.7,13.8,21.0,19.3,49055,46196,51914,4.6,49055,98.3,22,54435,14062,54.4,52.4,56.4,38.0,36.3,39.6,9.4,8.6,10.3,10.3,9.0,11.8,14.8,13.8,15.8,3.6,3.3,3.8,4
12277,1367,11.13464201,1434,11.68037794,1410,11.48489045,1260,10.26309359,1335,10.87399202,1754,14.2868779,1726,14.05880916,1308,10.65406858,683,5.563248351,6339,51.63313513,5680,46.26537428,63,0.51315468,26,0.211778122,4,0.032581249,165,1.343976542,14.8,19.2,48.8,21.3,10.7,24.4,40.1,38.9,32613,29644,35582,5.2,32613,65.4,0,12649,3542,59.3,57.8,60.9,43.2,41.9,44.5,11.7,10.9,12.6,12.7,11.5,14.0,20.5,19.5,21.6,4.8,4.5,5.1,6
10715,928,8.66075595,1023,9.547363509,1165,10.87260849,1028,9.594027065,1379,12.86980868,1750,16.33224452,1746,16.29491367,1137,10.61129258,559,5.216985534,7167,66.88754083,3309,30.8819412,64,0.597293514,15,0.139990667,18,0.167988801,142,1.325244984,11.4,20.4,38.6,29.5,11.6,18.9,30.1,30.5,42423,38174,46672,4.2,42423,85.0,0,10955,3145,57.2,55.4,59.0,41.0,39.6,42.6,11.2,10.2,12.1,12.0,10.6,13.5,18.6,17.5,19.6,4.3,4.0,4.6,5
36986,4438,11.99913481,4397,11.88828205,4187,11.32049965,4094,11.06905316,4178,11.29616612,5141,13.899854,5037,13.61866652,3508,9.484669875,2006,5.423673823,31269,84.54279998,4664,12.61017682,256,0.692153788,172,0.465040826,4,0.010814903,621,1.679013681,14.5,17.1,35.4,32.5,14.9,19.9,29.5,30.2,40203,37062,43344,4.6,40203,80.6,13,37519,10290,51.7,49.7,53.7,37.6,36.1,39.3,10.3,9.4,11.3,11.1,9.6,12.7,15.8,14.7,16.9,3.8,3.5,4.1,6
13824,1682,12.16724537,1764,12.76041667,1649,11.92853009,1557,11.26302083,1648,11.9212963,1913,13.83825231,1828,13.22337963,1181,8.543113426,602,4.35474537,10062,72.78645833,3244,23.46643519,87,0.629340278,155,1.121238426,6,0.043402778,270,1.953125,13.1,21.6,38.8,24.0,15.6,19.5,30.8,29.3,39057,34833,43281,4.1,39057,78.3,0,13866,3371,52.7,50.8,54.6,36.6,35.1,38.1,9.8,9.0,10.7,11.1,9.7,12.6,16.4,15.3,17.4,3.9,3.6,4.1,6
83442,10276,12.31514106,10256,12.29117231,10389,12.45056446,9926,11.89568802,10335,12.38584885,11234,13.46324393,10452,12.52606601,7221,8.653915294,3353,4.018360058,79985,95.85700247,1116,1.337455957,539,0.645957671,561,0.67232329,72,0.086287481,1169,1.400973131,12.5,18.2,35.6,32.4,13.7,14.5,19.7,19.8,45796,42695,48897,3.3,45796,91.8,12,81703,19667,48.6,46.5,50.7,33.4,31.8,35.0,9.2,8.4,10.1,10.8,9.3,12.5,13.7,12.6,14.7,3.4,3.2,3.7,5
48956,6386,13.04436637,5918,12.08840592,7013,14.32510826,6312,12.89321023,5688,11.61859629,6222,12.70937168,5750,11.74524062,3752,7.664024839,1915,3.911675791,36119,73.77849498,10262,20.96167988,392,0.800719013,695,1.419642128,104,0.212435657,1384,2.827028352,11.2,14.2,32.7,36.1,17.0,16.2,24.4,24.4,45309,40965,49653,4.2,45309,90.8,6,49393,10498,53.7,52.1,55.4,43.4,41.8,44.7,8.6,8.0,9.4,9.6,8.5,10.8,14.4,13.6,15.2,3.4,3.2,3.7,5
38310,4767,12.44322631,5345,13.95197076,4753,12.40668233,4298,11.21900287,4154,10.8431219,5259,13.7274863,5112,13.34377447,3059,7.98486035,1563,4.079874706,10630,27.74732446,26994,70.46202036,111,0.289741582,223,0.582093448,17,0.044374837,335,0.874445315,13.7,19.3,35.2,30.4,15.1,31.4,48.0,45.3,34035,31607,36463,6.5,34035,68.2,18,40755,9436,58.8,57.0,60.5,42.2,40.8,43.6,10.6,9.9,11.4,11.4,10.2,12.7,21.1,19.9,22.2,4.8,4.5,5.1,5
71385,8929,12.50823002,10009,14.0211529,8600,12.04734888,8219,11.51362331,9344,13.08958465,9397,13.16382994,8595,12.04034461,5624,7.878405828,2668,3.737479863,66184,92.71415563,1325,1.856132241,1449,2.029838201,368,0.515514464,457,0.640190516,1602,2.244168943,11.3,25.9,33.3,28.1,12.7,21.3,29.6,29.6,39491,36085,42897,3.8,39491,79.2,12,71194,15782,52.3,50.2,54.2,35.4,33.9,36.8,10.5,9.5,11.5,12.5,10.7,14.2,15.6,14.5,16.7,3.8,3.5,4.2,6
81887,9635,11.76621442,10359,12.65035964,11143,13.60777657,11007,13.44169404,11003,13.43680926,11202,13.67982708,9251,11.29727551,5758,7.031641164,2529,3.088402311,61800,75.4698548,17570,21.45639723,425,0.519007901,581,0.709514331,95,0.116013531,1416,1.729212207,10.0,13.6,32.8,29.0,24.5,11.2,16.3,15.8,60367,56528,64206,3.4,60367,121.0,5,80989,15929,52.0,50.0,53.9,35.4,33.8,36.8,7.5,6.8,8.2,8.5,7.2,9.7,12.7,11.8,13.6,3.0,2.8,3.2,3
36748,4526,12.31631653,4427,12.04691412,4757,12.94492217,4606,12.53401546,4695,12.77620551,4863,13.23337324,4319,11.75302057,3054,8.310656362,1501,4.084576031,22792,62.02242299,11639,31.67247197,1423,3.872319582,112,0.304778491,23,0.06258844,759,2.065418526,13.2,18.5,44.5,24.4,12.7,23.6,32.8,31.5,38418,34921,41915,4.6,38418,77.0,14,37621,8677,53.8,52.1,55.6,37.7,36.4,38.9,10.2,9.5,11.0,11.5,10.3,12.7,17.3,16.4,18.2,4.0,3.8,4.3,6
102501,11836,11.54720442,12443,12.13939376,12828,12.51499985,11852,11.56281402,13307,12.98231237,13726,13.39108887,13446,13.1179208,8812,8.596989298,4251,4.147276612,82796,80.77579731,16094,15.70131023,624,0.608774549,852,0.831211403,318,0.310240876,1817,1.772665633,14.3,15.5,32.9,33.9,17.7,17.5,28.8,25.1,44903,41940,47866,4.1,44903,90.0,56,103132,25122,54.2,52.3,56.0,37.0,35.6,38.5,9.5,8.7,10.3,10.6,9.1,12.0,15.2,14.2,16.2,3.6,3.3,3.8,4
16433,1878,11.4282237,1943,11.82376924,1966,11.96373152,1777,10.81360677,1994,12.13412037,2235,13.60068156,2258,13.74064383,1595,9.706079231,787,4.789143796,14076,85.65690988,1970,11.98807278,77,0.468569342,72,0.438142762,0,0.0,238,1.448305239,13.7,17.6,41.5,27.9,12.9,23.5,37.4,39.1,39254,35024,43484,4.1,39254,78.7,12,16657,4604,49.9,47.7,51.9,34.8,33.3,36.4,10.5,9.6,11.4,11.7,10.2,13.3,15.5,14.5,16.5,3.9,3.6,4.2,6
31363,4182,13.33418359,4215,13.43940312,3921,12.50199279,3654,11.65067117,4141,13.2034563,4041,12.88460925,3554,11.33182412,2389,7.617256002,1266,4.036603641,28738,91.63026496,1427,4.54994739,485,1.546408188,107,0.341166343,78,0.248700698,528,1.683512419,11.6,23.2,36.8,27.1,12.9,19.2,30.1,28.8,39388,35417,43359,3.7,39388,79.0,7,31507,7054,51.7,49.6,53.7,36.0,34.5,37.6,9.7,8.9,10.6,11.1,9.6,12.8,14.8,13.8,15.8,3.6,3.4,3.9,6
26314,2981,11.32857034,3336,12.67766208,2859,10.86493882,2953,11.22216311,3249,12.3470396,3627,13.78353728,3643,13.84434142,2414,9.17382382,1252,4.757923539,22951,87.21973094,2491,9.466443718,270,1.026069773,90,0.342023258,19,0.07220491,493,1.8735274,13.5,20.9,37.2,30.8,11.1,21.3,29.5,26.8,37823,33925,41721,3.9,37823,75.8,6,26572,6716,56.1,54.1,58.0,43.0,41.4,44.7,11.0,10.1,12.0,12.4,10.8,14.1,16.7,15.6,17.8,4.0,3.8,4.3,4
8233,993,12.06121705,998,12.12194826,996,12.09765578,866,10.51864448,798,9.692700109,1098,13.33657233,1287,15.63221183,750,9.109680554,447,5.42936961,1519,18.45013968,6597,80.12875015,27,0.3279485,22,0.267217296,0,0.0,68,0.82594437,11.8,24.1,36.8,29.0,10.1,30.1,44.0,42.5,28524,25352,31696,6.7,28524,57.2,0,8533,2352,62.4,60.4,64.2,45.6,43.8,47.3,12.5,11.6,13.5,13.4,11.9,14.9,25.6,24.2,27.0,5.8,5.4,6.2,6
14726,1888,12.82086106,1866,12.67146544,1884,12.79369822,1623,11.02132283,1601,10.8719272,2022,13.73081624,1936,13.14681516,1201,8.15564308,705,4.787450767,5988,40.66277333,8561,58.13527095,37,0.251256281,42,0.285209833,2,0.013581421,96,0.65190819,14.0,16.4,42.6,26.9,14.1,25.6,35.6,34.0,34724,30954,38494,5.1,34724,69.6,0,14995,3945,57.9,56.1,59.5,45.6,44.1,47.1,10.5,9.8,11.3,11.4,10.3,12.7,20.0,19.0,21.1,4.6,4.3,4.8,4
17209,1841,10.69789064,2050,11.91237143,1812,10.52937416,1914,11.12208728,2157,12.53413911,2247,13.05712127,2568,14.92242431,1734,10.07612296,886,5.148468824,12280,71.35801034,4523,26.28275902,85,0.493927596,64,0.371898425,4,0.023243652,253,1.470160962,12.7,19.8,33.5,28.7,18.0,17.9,27.2,24.4,46027,41394,50660,4.4,46027,92.3,0,17110,4834,52.3,50.4,54.2,36.0,34.5,37.5,10.1,9.3,11.1,11.0,9.6,12.4,16.6,15.6,17.7,4.0,3.7,4.3,4
104722,12878,12.29732052,13493,12.88458968,12814,12.23620634,13302,12.70220202,12976,12.39090163,13919,13.29138099,12637,12.06718741,8358,7.981130994,4345,4.149080422,72324,69.06285212,28491,27.20631768,566,0.540478601,1110,1.059949199,99,0.09453601,2132,2.035866389,11.3,14.3,31.6,33.0,21.0,16.5,21.9,21.7,47993,45283,50703,4.0,47993,96.2,66,104108,23474,52.0,50.2,53.7,34.9,33.7,36.1,9.1,8.4,9.9,9.9,8.6,11.2,16.1,15.0,17.0,3.6,3.4,3.8,4
51736,5632,10.8860368,6258,12.09602598,5964,11.5277563,5636,10.89376836,6726,13.00061852,7205,13.92647286,7208,13.93227153,4858,9.389979898,2249,4.347069739,47215,91.26140405,1855,3.585511056,870,1.68161435,303,0.585665687,57,0.110174733,1436,2.775630122,13.1,17.5,40.8,27.5,14.2,19.7,26.8,22.9,41929,37906,45952,4.1,41929,84.1,10,52326,13441,52.2,49.9,54.3,36.9,35.1,38.5,10.8,9.8,11.8,12.2,10.5,13.9,15.4,14.3,16.6,3.9,3.6,4.2,5
659300,83866,12.7204611,82823,12.56226301,91855,13.93220082,89590,13.58865463,80221,12.167602,83769,12.70574852,78622,11.92507205,43004,6.522675565,25550,3.875322312,350457,53.15592295,286501,43.45533141,1892,0.28697103,11676,1.77096921,376,0.057030184,8398,1.273775216,11.1,10.3,26.8,30.6,32.4,16.1,22.6,21.1,55013,53290,56736,3.7,55013,110.3,471,659460,138161,45.9,44.3,47.4,34.5,33.3,35.6,7.6,7.0,8.3,8.1,7.1,9.2,13.5,12.6,14.4,3.4,3.2,3.6,1
13844,1498,10.82057209,1745,12.60473851,1463,10.56775498,1471,10.62554175,1763,12.73475874,1903,13.74602716,1851,13.37041318,1398,10.0982375,752,5.431956082,12084,87.2869113,1466,10.58942502,40,0.288933834,14,0.101126842,2,0.014446692,238,1.719156313,14.1,17.6,39.9,30.0,12.5,17.4,25.3,23.1,40936,36518,45354,3.8,40936,82.1,0,14021,3811,54.4,52.1,56.4,36.3,34.7,38.0,11.1,10.1,12.3,12.4,10.7,14.2,16.8,15.5,18.0,4.1,3.8,4.4,6
92387,9570,10.35860024,11341,12.2755366,13573,14.69146092,10214,11.05566801,10553,11.42260275,12179,13.18259062,12140,13.14037689,8410,9.103012329,4407,4.770151645,80358,86.97976988,9298,10.06418652,417,0.451362205,708,0.766341585,52,0.056284975,1554,1.682054835,12.1,12.6,36.0,27.5,23.9,14.0,17.9,16.0,48707,44800,52614,4.2,48707,97.6,48,92590,23452,46.7,44.6,48.8,34.4,32.8,35.9,8.6,7.8,9.5,9.4,8.0,10.8,13.2,12.1,14.2,3.3,3.1,3.6,4
32957,3767,11.43004521,4018,12.19164366,3916,11.88214947,3646,11.06290014,4145,12.57699427,5014,15.21376339,4261,12.92896805,2930,8.890372303,1260,3.823163516,25772,78.19886519,3606,10.94152987,1913,5.80453318,77,0.23363777,7,0.021239797,1582,4.800194192,12.4,21.0,41.5,25.8,11.7,19.3,31.4,33.2,43909,40237,47581,4.2,43909,88.0,6,33288,7710,46.3,44.4,48.3,36.0,34.5,37.5,9.8,9.0,10.6,11.4,10.1,12.8,15.3,14.4,16.3,3.7,3.5,4.0,4
163941,19180,11.69933086,23398,14.27220768,34582,21.09417412,20928,12.7655681,19365,11.81217633,18752,11.43826133,15105,9.213680531,8719,5.318376733,3912,2.386224312,115690,70.56807022,37852,23.08879414,611,0.372695055,6876,4.194191813,148,0.09027638,2764,1.685972393,6.8,9.5,24.1,32.3,34.1,19.0,19.3,19.2,48937,44909,52965,3.6,48937,98.1,28,156597,24513,42.7,40.8,44.5,32.1,30.7,33.4,6.3,5.9,6.9,7.2,6.3,8.1,11.2,10.5,11.9,2.8,2.6,2.9,4
96174,11361,11.812964,12395,12.88809865,11370,11.82232204,13004,13.52132593,13397,13.92996028,14143,14.7056377,10741,11.16829912,6670,6.935346351,3093,3.216045917,78056,81.16122861,13320,13.84989706,795,0.826626739,1535,1.596065465,185,0.192359681,2283,2.373822447,8.9,15.7,30.3,28.5,25.5,11.4,15.8,15.8,64863,60715,69011,3.5,64863,130.0,10,91695,18399,49.1,46.9,51.2,33.4,31.7,34.9,7.8,7.1,8.6,8.9,7.5,10.2,13.1,12.1,14.1,3.1,2.9,3.3,3
9974,1276,12.79326248,1164,11.67034289,1286,12.89352316,1094,10.96851815,1083,10.8582314,1459,14.62803289,1311,13.14417485,866,8.682574694,435,4.361339483,2585,25.9173852,7236,72.54862643,37,0.370964508,44,0.441146982,4,0.040104271,68,0.681772609,13.7,22.5,38.6,24.8,14.1,25.1,39.6,40.1,33973,30383,37563,7.3,33973,68.1,0,10362,2481,61.7,59.8,63.6,45.8,44.2,47.4,11.0,10.2,11.9,12.1,10.7,13.5,22.3,20.9,23.6,5.0,4.7,5.3,3
18439,1694,9.187049189,2507,13.59618201,3437,18.63983947,1671,9.062313574,1781,9.65887521,2355,12.77184229,2541,13.78057378,1615,8.758609469,838,4.544715006,3128,16.9640436,14886,80.73105917,49,0.265741092,112,0.607408211,3,0.016269863,261,1.415478063,13.0,18.3,30.1,30.9,20.7,30.2,39.7,39.0,32495,29370,35620,5.5,32495,65.1,0,19358,4854,57.9,55.5,60.2,46.0,43.8,47.9,9.3,8.6,10.2,9.7,8.5,11.1,19.8,18.5,21.2,4.6,4.2,4.9,6
366519,43078,11.75327882,46922,12.80206483,50959,13.90350841,48362,13.19495033,44447,12.12679288,54475,14.86280384,40881,11.1538556,24151,6.58929005,13244,3.613455237,252338,68.84718118,91273,24.90266535,2968,0.809780666,9815,2.677896644,422,0.115137278,9703,2.647338883,8.8,8.9,20.8,28.6,41.7,11.9,16.9,15.2,63755,60984,66526,3.5,63755,127.8,100,353213,70040,44.6,42.7,46.5,33.1,31.8,34.4,7.1,6.4,7.7,7.1,6.1,8.3,12.2,11.3,13.1,3.0,2.8,3.2,3
19066,2364,12.39903493,2380,12.48295395,2332,12.23119689,2075,10.88324767,2260,11.85356131,2571,13.48473723,2475,12.98122312,1643,8.617434176,966,5.066610721,8939,46.88450645,9795,51.37417392,46,0.241267177,58,0.304206441,35,0.183572852,193,1.012273156,14.4,16.2,39.8,28.6,15.4,24.0,34.5,33.1,37733,33566,41900,5.0,37733,75.6,5,19743,5124,57.3,55.5,58.9,44.6,43.2,46.0,10.2,9.5,11.0,11.1,9.9,12.3,19.0,18.0,20.0,4.4,4.1,4.6,6
29763,3232,10.85912038,3582,12.03507711,3376,11.34294258,3273,10.99687531,3708,12.45842153,4275,14.36347142,3834,12.88176595,2907,9.767160568,1576,5.295165138,27986,94.02949971,1154,3.877297315,126,0.423344421,97,0.325908007,19,0.063837651,381,1.280112892,13.6,20.3,34.8,31.7,13.1,20.2,27.4,25.9,37887,34014,41760,4.1,37887,76.0,4,30058,8196,52.1,49.7,54.1,35.0,33.2,36.8,10.6,9.6,11.6,12.0,10.2,13.8,15.1,13.9,16.2,3.8,3.5,4.2,6
96109,13202,13.7364867,12925,13.44827227,11760,12.23610692,11415,11.8771395,11750,12.22570207,12618,13.12884329,11151,11.60245138,7625,7.933700278,3663,3.811297589,89384,93.00273648,2906,3.02365023,1078,1.121643134,705,0.733542124,261,0.271566659,1775,1.846861376,11.8,19.1,31.1,30.5,19.2,18.3,27.9,26.9,46233,42465,50001,3.4,46233,92.7,20,94738,21466,54.1,51.8,56.2,38.9,37.1,40.6,9.7,8.8,10.7,11.1,9.4,12.7,14.5,13.4,15.7,3.6,3.3,3.8,5
413757,53407,12.90781787,53561,12.94503779,57388,13.86997682,53044,12.82008522,48602,11.74650822,53867,13.01899424,49214,11.89442112,29685,7.174500975,14989,3.622657744,244947,59.20069026,149329,36.09099061,3885,0.938956924,8548,2.065946921,179,0.043262108,6869,1.660153182,10.9,13.8,33.5,29.8,22.9,20.8,31.4,30.4,43598,41273,45923,4.7,43598,87.4,157,414328,88103,48.9,47.4,50.4,36.9,35.8,37.9,8.8,8.3,9.5,9.1,8.0,10.2,14.4,13.6,15.2,3.5,3.3,3.7,3
